symbol,date,stock_price,dividends,yield
B3SA3,2020,18.119503021240234,0.53844,0.029716046812587753
B3SA3,2021,10.244830131530762,0.783305,0.07645856397259368
B3SA3,2022,12.600918769836426,0.469106,0.037227920326169166
B3SA3,2023,14.310307502746582,0.382003,0.026694255167240957
B3SA3,2024,11.229999542236328,0.219872,0.01957898566006664
BAHI3,2017,11.15694808959961,0.113688,0.01018988338809058
BALM3,2017,7.040804862976074,0.15,0.02130438251296693
BALM3,2018,9.43906021118164,0.12,0.012713130048460369
BALM3,2019,9.995322227478027,0.14,0.014006551946382239
BALM3,2020,18.273054122924805,0.26,0.01422860120978967
BALM3,2021,14.01485824584961,0.34,0.02425996710317697
BALM3,2022,10.598955154418945,0.251416,0.02372082873613999
BALM3,2023,11,0.992353,0.0902139090909091
BALM4,2017,7.316916465759277,0.15,0.020500439044500485
BALM4,2018,11.788114547729492,0.12,0.010179744989253874
BALM4,2019,8.359564781188965,0.14,0.016747283341237304
BALM4,2020,13.670257568359375,0.26,0.01901939291925161
BALM4,2021,11.61521053314209,0.41,0.035298542271802354
BALM4,2022,9.125020027160645,0.251416,0.027552377885381032
BALM4,2023,11.520000457763672,0.992353,0.08614175004925662
BAUH4,2017,10.018884658813477,0.3679,0.03672065429721894
BAUH4,2018,17.798643112182617,0.45078,0.025326649742836584
BAUH4,2019,74.61698150634766,0.48088,0.00644464557922504
BAUH4,2020,93.37247467041016,0.85795,0.00918846804723154
BAUH4,2021,85.58655548095703,0.6739,0.007873900243011211
BAUH4,2023,81.05070495605469,1.20933,0.014920659859228776
BAUH4,2024,79.98999786376953,0.8189,0.01023752996461712
BAZA3,2017,14.254023551940918,0.627458,0.04401971118635912
BAZA3,2018,13.958488464355469,0.636477,0.04559784547054029
BAZA3,2019,24.708566665649414,1.427314,0.057765957018635745
BAZA3,2020,28.95126724243164,3.553427,0.12273821972089762
BAZA3,2021,30.293354034423828,2.575651,0.08502363247969047
BAZA3,2022,43.309425354003906,6.809764,0.15723515018585776
BAZA3,2023,88.8361587524414,5.55926,0.06257879762104437
BAZA3,2024,100.98999786376953,6.625162,0.06560216001724263
BBAS3,2017,7.601025581359863,0.945964,0.12445215318309219
BBAS3,2018,12.087944030761719,1.516253,0.12543514398655384
BBAS3,2019,15.236706733703613,2.55423,0.1676366188994135
BBAS3,2020,12.116975784301758,1.476909,0.1218875919446353
BBAS3,2021,10.466118812561035,2.266262,0.21653318107569344
BBAS3,2022,14.453433990478516,2.43507,0.1684769170844901
BBAS3,2023,27.09223747253418,3.619344,0.1335933956606298
BBAS3,2024,27.829999923706055,0.6342129999999999,0.022788825071457037
BBDC3,2017,13.621414184570313,0.641852,0.0471208048814094
BBDC3,2018,16.369853973388672,0.6502490000000001,0.03972234578616672
BBDC3,2019,20.904020309448242,1.369594,0.06551821035980185
BBDC3,2020,16.778614044189453,0.521613,0.03108796701719461
BBDC3,2021,12.938342094421387,0.8409179999999999,0.06499426231453394
BBDC3,2022,12.133167266845703,0.37944,0.031272955499165735
BBDC3,2023,15.180134773254395,1.36368,0.08983319452490258
BBDC3,2024,11.920000076293945,0.08625000000000001,0.007235738208721225
BBDC4,2017,14.476924896240234,0.706037,0.04876981852571212
BBDC4,2018,18.803607940673828,0.715273,0.038039136013509556
BBDC4,2019,22.35172462463379,1.506554,0.06740213676127836
BBDC4,2020,18.95076560974121,0.573779,0.03027735194535159
BBDC4,2021,15.415460586547852,0.925011,0.0600054078700186
BBDC4,2022,13.674277305603027,0.417384,0.03052329499190258
BBDC4,2023,16.979877471923828,1.500049,0.08834274584609494
BBDC4,2024,13.430000305175781,0.09487499999999999,0.007064407881170052
BBSE3,2017,16.63614273071289,1.644669,0.0988611979725136
BBSE3,2018,18.041500091552734,3.097978,0.17171399186758943
BBSE3,2019,25.912208557128906,1.5827110000000002,0.06107974148597104
BBSE3,2020,22.948854446411133,4.138394,0.18033117991417583
BBSE3,2021,16.744789123535156,0.996995,0.059540612464250284
BBSE3,2022,29.287109375,1.966093,0.06713168496165389
BBSE3,2023,32.4197883605957,3.486214,0.10753352123165871
BBSE3,2024,33.599998474121094,1.261289,0.03753836479997021
BEEF3,2017,8.291528701782227,0.259896,0.03134476275094321
BEEF3,2020,8.265167236328125,0.257832,0.03119501307447763
BEEF3,2021,9.593391418457031,1.121389,0.11689182178499712
BEEF3,2022,12.221813201904297,0.56155,0.04594653761460731
BEEF3,2023,7.46999979019165,0.550902,0.07374859644887166
BEES3,2017,2.2875912189483643,0.180982,0.07911465934162827
BEES3,2018,2.7960071563720703,0.24986,0.08936314752649031
BEES3,2019,4.532236099243164,0.31285,0.06902773667334822
BEES3,2020,4.071209907531738,0.206028,0.05060608631818472
BEES3,2021,3.868439197540283,0.33257899999999996,0.0859723994657762
BEES3,2022,4.919037342071533,0.584989,0.11892347207790174
BEES3,2023,9.215109825134277,0.6325230000000001,0.06863976794663794
BEES3,2024,9,0.319708,0.03552311111111111
BEES4,2017,2.500431776046753,0.196809,0.07871000596191435
BEES4,2018,2.9519782066345215,0.24986,0.08464154628189458
BEES4,2019,4.994879722595215,0.31285,0.06263414083521734
BEES4,2020,4.615224838256836,0.206028,0.044640945397107994
BEES4,2021,4.6689839363098145,0.33257899999999996,0.07123155798708052
BEES4,2022,5.856184005737305,0.584989,0.09989252377092081
BEES4,2023,9.769964218139648,0.6325230000000001,0.06474158818571826
BEES4,2024,9.489999771118164,0.319708,0.03368893653432936
BGIP3,2017,28.22832679748535,3.852037,0.13645998318055283
BGIP3,2018,28.183490753173828,1.566814,0.055593326381103314
BGIP3,2019,42.866817474365234,0.708088,0.016518324469117482
BGIP3,2020,34.2640380859375,0.709604,0.020709876583146592
BGIP3,2021,29.121564865112305,1.12829,0.038744140475489824
BGIP3,2022,22.214664459228516,0.993807,0.0447365298640443
BGIP3,2023,26.02330780029297,3.421698,0.13148589819014012
BGIP3,2024,23.5,1.047637,0.04458029787234042
BGIP4,2017,25.11345100402832,4.241256,0.16888383835896076
BGIP4,2018,25.92435073852539,1.7251290000000001,0.06654473307353995
BGIP4,2019,28.717838287353516,0.779635,0.02714810885829551
BGIP4,2020,20.69117546081543,0.781304,0.0377602520204625
BGIP4,2021,19.5644588470459,1.242295,0.06349753957991934
BGIP4,2022,14.335663795471191,1.094224,0.0763287989737649
BGIP4,2023,21.808204650878906,3.767435,0.17275310188581552
BGIP4,2024,22.8799991607666,1.152401,0.05036717842088367
BHIA3,2017,173.19754028320313,0.591339,0.0034142459473331713
BHIA3,2018,96.02294158935547,0.261056,0.0027186836362128185
BLAU3,2021,34.231483459472656,0.248144,0.007248999310642867
BLAU3,2022,25.50642204284668,0.849723,0.033314080609683404
BLAU3,2023,16.220386505126953,0.42233,0.026036987458129286
BLAU3,2024,10.670000076293945,0.139201,0.013046016776444977
BMEB3,2019,5.203874111175537,0.027104,0.005208427302611535
BMEB3,2020,6.8308491706848145,0.311913,0.045662404805921035
BMEB3,2021,10.56279468536377,0.590529,0.055906511258640726
BMEB3,2022,9.1490020751953125,0.521025,0.056948833951256606
BMEB3,2023,20.469999313354492,1.479664,0.07228451634752509
BMEB4,2017,1.5569134950637817,0.165908,0.10656211827183326
BMEB4,2018,2.451383590698242,0.331765,0.13533785624529754
BMEB4,2019,4.907471179962158,0.331765,0.06760406487044479
BMEB4,2020,6.4293599128723145,0.343104,0.053365187926883134
BMEB4,2021,9.21607780456543,0.649583,0.07048367144624276
BMEB4,2022,8.952834129333496,0.573148,0.06401861038864892
BMEB4,2023,16.889999389648438,1.627628,0.09636637411588911
BMGB4,2019,6.497888565063477,0.25,0.038474036219111094
BMGB4,2020,4.262986660003662,0.178607,0.04189715198401455
BMGB4,2021,2.3504977226257324,0.31551,0.13423114473284617
BMGB4,2022,1.9097537994384766,0.365333,0.1912984805200642
BMGB4,2023,3.1910688877105713,0.3756,0.11770350726256924
BMGB4,2024,3.2899999618530273,0.084,0.0255319151896551
BMIN4,2017,10.767759323120117,2.167559,0.20130084031000775
BMIN4,2018,7.661163806915283,1.19,0.15532888083215982
BMIN4,2019,13.747058868408203,1.4,0.10183996543561091
BMIN4,2020,14.594894409179688,1.4,0.09592395537438407
BMIN4,2021,13.680959701538086,1.9498449999999998,0.14252253076812937
BMIN4,2022,11.047527313232422,0.850155,0.07695432433841624
BMIN4,2023,15.277018547058105,1.589625,0.1040533527601244
BMIN4,2024,15.229999542236328,1.4,0.09192383730002582
BMKS3,2017,212.12579345703125,34.48,0.16254506082488435
BMKS3,2018,183.7676544189453,17.83,0.09702469162147523
BMKS3,2019,184.5970916748047,8.38,0.04539616482562261
BMKS3,2020,174.80496215820313,6.083939,0.0348041550130246
BMKS3,2021,170.99986267089844,7.927874,0.046361873490259844
BMKS3,2022,244.5123748779297,17.87756,0.07311515422859555
BMKS3,2023,326.99359130859375,57.78632,0.17672003836144087
BMKS3,2024,382.55999755859375,39.26519,0.10263799208119258
BMOB3,2022,13.515104293823242,0.202356,0.014972581461504668
BMOB3,2023,14,0.7552409999999999,0.05394578571428571
BPAC3,2017,1.7091153860092163,0.1343,0.07857866186178948
BPAC3,2018,1.8454114198684692,0.110317,0.059779081679175256
BPAC3,2019,9.215712547302246,0.11429,0.012401645495492
BPAC3,2020,10.824536323547363,0.099221,0.009166304868334887
BPAC3,2021,12.351502418518066,0.130829,0.010592152724987838
BPAC3,2022,12.665629386901855,0.21887299999999998,0.01728086250702608
BPAC3,2023,17.848604202270508,0.260012,0.014567637729729258
BPAC3,2024,17.190000534057617,0.049415,0.0028746363272122498
BPAC5,2017,1.2338536977767944,0.137843,0.11171745908641427
BPAC5,2018,1.5731241703033447,0.113228,0.07197651789824468
BPAC5,2019,5.077785015106201,0.117306,0.023101805147523868
BPAC5,2020,5.174009799957275,0.100823,0.01948643390679943
BPAC5,2021,4.786360740661621,0.131116,0.0273936727932203
BPAC5,2022,5.383980751037598,0.21887299999999998,0.04065263419781338
BPAC5,2023,9.759293556213379,0.260012,0.02664250219571068
BPAC5,2024,8.449999809265137,0.049415,0.0058479291260833096
BPAN4,2018,1.6915814876556396,0.061131,0.03613837136792113
BPAN4,2019,9.327672004699707,0.075945,0.008141902927304417
BPAN4,2020,8.703577995300293,0.371249,0.042654756492153556
BPAN4,2021,9.970538139343262,0.22392800000000002,0.02245896829945326
BPAN4,2022,5.92278528213501,0.27863,0.047043744915156054
BPAN4,2023,8.640000343322754,0.215123,0.024898494380993095
BRAP3,2017,4.438148498535156,1.149519,0.2590086835488734
BRAP3,2018,5.66389799118042,1.034247,0.18260339462513012
BRAP3,2019,7.708094120025635,1.640514,0.21283004260909882
BRAP3,2020,13.574556350708008,1.612458,0.11878531852835832
BRAP3,2021,16.58246421813965,9.113479,0.5495853258064453
BRAP3,2022,21.948965072631836,2.974148,0.1355028808947564
BRAP3,2023,22.52263832092285,2.747205,0.1219752748703481
BRAP3,2024,19.360000610351563,0.740551,0.03825160003373327
BRAP4,2017,5.354788780212402,1.264472,0.23613853914698082
BRAP4,2018,6.3375115394592285,1.137672,0.17951399266360563
BRAP4,2019,8.599287986755371,1.804564,0.20985039723979365
BRAP4,2020,15.533125877380371,1.773703,0.114188413459193
BRAP4,2021,18.880762100219727,10.024828,0.5309546270848534
BRAP4,2022,25.354312896728516,3.2715620000000003,0.12903374717057042
BRAP4,2023,24.685964584350586,3.0219259999999997,0.1224147425827435
BRAP4,2024,20.1299991607666,0.814606,0.040467264478960756
BRIT3,2022,2.6284215450286865,0.001186,4.512213812290357e-4
BRIT3,2023,3.6257548332214355,0.032346,0.008921176827408653
BRIT3,2024,4.320000171661377,0.087197,0.02018448993868117
BRKM3,2017,34.52044677734375,1.256718,0.036405032881115594
BRKM3,2018,37.627811431884766,1.885738,0.05011553763666621
BRKM3,2019,26.784847259521484,0.83862,0.03130949345630064
BRKM3,2021,54.528263092041016,7.539048,0.13825945615165589
BRKM3,2022,25.270000457763672,1.696348,0.06712892636607899
BRKM5,2017,34.00496292114258,1.256718,0.036956899582991046
BRKM5,2018,39.201717376708984,1.885738,0.0481034537818585
BRKM5,2019,25.393274307250977,0.83862,0.03302528023180274
BRKM5,2021,55.39802551269531,7.539048,0.1360887491968881
BRKM5,2022,23.760000228881836,1.696348,0.07139511715736341
BRKM6,2017,43.97898483276367,0.606256,0.013785129472755555
BRKM6,2019,23.57221221923828,0.606279,0.025720072191832297
BRKM6,2021,34,0.606032,0.017824470588235296
BRSR3,2017,17.781641006469727,0.715195,0.04022097846536106
BRSR3,2018,15.40185260772705,1.345705,0.08737293066451401
BRSR3,2019,17.478313446044922,1.243861,0.07116596254208195
BRSR3,2020,12.338852882385254,0.578635,0.04689536422190834
BRSR3,2021,10.004560470581055,1.032111,0.10316405233742927
BRSR3,2022,9.731477737426758,0.881421,0.0905742194333036
BRSR3,2023,13.546822547912598,0.917263,0.06771056435970953
BRSR3,2024,11.319999694824219,0.3054,0.026978799313893655
BRSR5,2017,15.64012336730957,0.7166049999999999,0.04581837260298229
BRSR5,2018,18.199851989746094,1.413529,0.077667060193478
BRSR5,2019,19.8656005859375,1.28413,0.06464088485243243
BRSR5,2020,16.324478149414063,0.596652,0.03654952976376863
BRSR5,2021,14.763484954833984,1.275824,0.08641753650328061
BRSR5,2022,16.31672477722168,0.8932760000000001,0.054746035874002286
BRSR5,2023,17.542255401611328,0.932656,0.05316625363431499
BRSR5,2024,15.010000228881836,0.323715,0.021566621922970815
BRSR6,2017,9.601396560668945,0.715183,0.07448739310796387
BRSR6,2018,15.451434135437012,1.345706,0.08709262766190082
BRSR6,2019,15.926294326782227,1.243861,0.078101093354044
BRSR6,2020,11.129915237426758,0.578635,0.05198916502564315
BRSR6,2021,8.008270263671875,1.032111,0.1288806403902216
BRSR6,2022,8.77169418334961,0.881421,0.10048469333017895
BRSR6,2023,13.048297882080078,0.917263,0.0702975214307244
BRSR6,2024,10.84000015258789,0.3054,0.028173431337737597
BSLI3,2017,2.804197311401367,0.409441,0.14601005369175904
BSLI3,2018,3.2692220211029053,0.302162,0.09242627085267906
BSLI3,2019,5.164771556854248,0.145632,0.028197181307415144
BSLI3,2020,16.249530792236328,0.443861,0.027315311788083576
BSLI3,2021,26.671730041503906,0.489104,0.018337918059267426
BSLI3,2022,17.82929229736328,1.046681,0.058705695242586294
BSLI3,2023,12.779999732971191,0.140959,0.01102965594250672
BSLI4,2017,2.3486268520355225,0.450386,0.19176566920779972
BSLI4,2018,3.221252918243408,0.332379,0.10318314284407405
BSLI4,2019,4.359070777893066,0.160195,0.03674980475481736
BSLI4,2020,10.500443458557129,0.488248,0.04649784572689756
BSLI4,2021,16.969345092773438,0.538015,0.03170511278181967
BSLI4,2022,14.2037992477417,1.151349,0.08105922788109358
BSLI4,2023,12.069999694824219,0.155055,0.012846313497960542
CAMB3,2022,6.250092029571533,0.192523,0.030803226430763157
CAMB3,2023,10.710718154907227,0.297725,0.027796922269268585
CAMB3,2024,10,0.02027,0.002027
CAML3,2017,6.351332187652588,0.158516,0.02495791360246684
CAML3,2018,5.85400390625,0.160798,0.027468037701226123
CAML3,2019,7.673417091369629,0.17968,0.023415904265400606
CAML3,2020,9.926079750061035,0.583833,0.05881808475258423
CAML3,2021,10.459735870361328,0.247244,0.023637690575016312
CAML3,2022,7.9109368324279785,0.364926,0.04612930272734829
CAML3,2023,8.379283905029297,0.28872200000000003,0.034456643702776
CAML3,2024,9.829999923706055,0.07331,0.0074577823569667995
CASH3,2021,22.238351821899414,0.061767,0.0027774990023844482
CASH3,2024,5.099999904632568,2.41496,0.4735215774820661
CBAV3,2022,10.780001640319824,0.287272,0.026648604479384583
CBAV3,2023,5.099999904632568,0.345418,0.06772902087434172
CBEE3,2019,19.152938842773438,0.244072,0.012743318506031276
CBEE3,2020,19.774850845336914,0.398103,0.020131782692756756
CBEE3,2021,22.913789749145508,0.070054,0.003057285624374398
CBEE3,2022,13.489999771118164,0.082461,0.006112750289036139
CCRO3,2017,13.314650535583496,0.636634,0.047814548215035106
CCRO3,2018,9.622580528259277,0.445631,0.046310966033621184
CCRO3,2019,17.15935707092285,0.762375,0.04442911216597223
CCRO3,2020,12.649434089660645,0.481803,0.03808889762063068
CCRO3,2021,11.028505325317383,0.165981,0.0150501808816258
CCRO3,2022,10.595376014709473,0.37465099999999996,0.03535985881764603
CCRO3,2023,14.107587814331055,0.193321,0.013703334868035821
CCRO3,2024,12.710000038146973,0.06511,0.00512273798619851
CEAB3,2020,12.890000343322754,0.253477,0.019664623215569232
CEBR3,2018,2.051827907562256,0.036776,0.017923530460063283
CEBR3,2020,9.386950492858887,0.333629,0.03554178753300211
CEBR3,2021,10.225150108337402,18.963608,1.8546043626819149
CEBR3,2022,8.21939468383789,3.541792,0.43090667089686796
CEBR3,2023,16.985322952270508,2.651654,0.15611442934887154
CEBR3,2024,26,0.737628,0.02837030769230769
CEBR5,2018,2.4813547134399414,0.785253,0.3164614054358199
CEBR5,2020,11.314332962036133,0.785253,0.06940338441822605
CEBR5,2021,10.067564964294434,18.963608,1.8836340333790962
CEBR5,2022,8.972685813903809,3.541792,0.39473041555871086
CEBR5,2023,15.391841888427734,2.651654,0.17227658776781163
CEBR5,2024,21.399999618530273,0.737628,0.034468598745267615
CEBR6,2018,2.0025436878204346,0.040454,0.02020130709059839
CEBR6,2020,9.755834579467773,0.366992,0.037617694007683875
CEBR6,2021,9.532751083374023,20.85997,2.188242388535841
CEBR6,2022,8.02047061920166,3.895972,0.4857535405307421
CEBR6,2023,17.198217391967773,2.916819,0.16960007735233457
CEBR6,2024,22,0.811391,0.03688140909090909
CEEB3,2017,12.105091094970703,0.579312,0.04785688892838539
CEEB3,2018,13.738035202026367,0.473348,0.03445529095239041
CEEB3,2019,23.670150756835938,4.1477319999999995,0.17523048512068032
CEEB3,2020,26.660913467407227,0.499086,0.01871976369489849
CEEB3,2021,22.937402725219727,6.032877,0.26301482658133907
CEEB3,2022,32.24040603637695,6.445661,0.199924932481537
CEEB3,2023,36.871604919433594,4.5631639999999996,0.12375821475552133
CEEB3,2024,39.54999923706055,3.783366,0.09566033054318686
CEEB5,2017,10.746759414672852,0.593945,0.05526735800831925
CEEB5,2018,11.486291885375977,0.473348,0.04120981816617888
CEEB5,2019,22.869001388549805,4.1477319999999995,0.18136917872053268
CEEB5,2020,26.79199981689453,0.499086,0.018628172716143636
CEEB5,2021,26.404109954833984,6.032877,0.22848249800200213
CEEB5,2022,25.279743194580078,6.445661,0.2549733575371895
CEEB5,2023,35.157264709472656,4.5631639999999996,0.12979291869570603
CEEB5,2024,37.09000015258789,3.783366,0.10200501440914721
CGAS3,2017,34.69575500488281,9.617083,0.2771832749754708
CGAS3,2018,41.98637390136719,4.357115,0.10377450099014436
CGAS3,2019,106.56016540527344,14.850535,0.13936291243092494
CGAS3,2020,135.64303588867188,8.390113,0.06185435872200715
CGAS3,2021,125.08228302001953,12.187339999999999,0.09743458230650782
CGAS3,2022,116.47101593017578,9.594921000000001,0.08238033233737863
CGAS3,2023,112.57122802734375,3.1554130000000002,0.028030368463543322
CGAS3,2024,108,10.92895,0.10119398148148148
CGAS5,2017,35.89826965332031,10.573298,0.29453503196976655
CGAS5,2018,38.060943603515625,4.792956,0.1259284596285543
CGAS5,2019,104.56587982177734,16.335587,0.15622291925284293
CGAS5,2020,133.15184020996094,9.229125,0.06931278595509474
CGAS5,2021,125.50410461425781,13.406073000000001,0.10681780521206166
CGAS5,2022,115.64261627197266,10.554414,0.09126751313873539
CGAS5,2023,114.10318756103516,3.470954,0.030419430641614155
CGAS5,2024,111.69999694824219,12.021845,0.10762618915352788
CGRA3,2018,16.03929901123047,2.38568,0.1487396673838167
CGRA3,2019,22.227659225463867,1.304329,0.0586804479396449
CGRA3,2020,27.592580795288086,1.720306,0.06234668705921746
CGRA3,2021,32.0019416809082,1.3524319999999999,0.04226093571087398
CGRA3,2022,25.640066146850586,3.37895,0.13178398139253797
CGRA3,2023,25.899999618530273,2.702486,0.10434309033991236
CGRA4,2018,16.787063598632813,2.381615,0.1418720424812095
CGRA4,2019,22.005699157714844,1.302107,0.05917135332387302
CGRA4,2020,27.528287887573242,1.7173749999999999,0.06238582679074834
CGRA4,2021,30.568815231323242,1.350128,0.04416684093849183
CGRA4,2022,24.225467681884766,3.373193,0.13924160492151796
CGRA4,2023,26.690000534057617,2.702486,0.10125462517512912
CIEL3,2017,16.03805160522461,0.8367330000000001,0.052171736355270434
CIEL3,2018,6.669427871704102,1.357195,0.2034949663010935
CIEL3,2019,6.629646301269531,0.492908,0.07434906442981906
CIEL3,2020,3.2274231910705566,0.085911,0.02661906880935028
CIEL3,2021,1.9711631536483765,0.175557,0.08906264287411518
CIEL3,2022,4.772050380706787,0.251376,0.05267672801953293
CIEL3,2023,4.490408420562744,0.217,0.048325225608944776
CIEL3,2024,5.579999923706055,0.218202,0.03910430160993216
CLSC3,2018,32.26581573486328,0.463551,0.014366628874630687
CLSC3,2019,33.93285369873047,0.479439,0.01412905039631068
CLSC3,2020,43.95452117919922,1.749855,0.03981058041483321
CLSC3,2021,48.96316909790039,6.194395999999999,0.12651133727913913
CLSC3,2022,44.19048309326172,3.392667,0.07677370244719779
CLSC3,2023,60.515716552734375,7.564865,0.12500661697375515
CLSC3,2024,66,1.110149,0.016820439393939395
CLSC4,2018,34.088539123535156,0.509906,0.014958282552154147
CLSC4,2019,35.76613998413086,1.054768,0.029490685896437014
CLSC4,2020,41.133811950683594,1.924841,0.04679461758389284
